X,Y,OBJECTID,SITEID,SITENAME,AGENCY,OBSERVATIONTYPE,LATDD,LONGDD,HORIZONTALDATUM,TOTALDEPTH,CASEDDEPTH,COMMENTS
-81.1375001101218,29.4338889100124,398,F-0176,Bulow Ruins,SJRWMD,Well,29.43388335,-81.13749704,,120,91,
-80.7386212183315,28.3273494670803,399,BR1558,Kennedy MS,SJRWMD,Well,28.32734416,-80.7386183,,180,140,
-82.2216667761101,29.4395997408787,400,M-0367,Huff,SJRWMD,Well,29.43959421,-82.22166339,,215,71,
-82.189052054155,29.5991986294235,401,A-0005,Owens-Illinois,SJRWMD,Well,29.59919306,-82.18904867,,0,0,
-82.1238831633998,29.1969050188408,402,M-0239,NE 10th St,SJRWMD,Well,29.19689954,-82.12387982,,75,65,
-82.3138889991576,29.728888906157,403,A-0706,Alachua Co F-3,SJRWMD,Well,29.72888331,-82.31388558,,210,145,
-81.9407945533656,29.2964166858553,404,M-0025,Gores Landing,SJRWMD,Well,29.29641118,-81.94079126,,280,258,
-82.0322456647422,29.1933205738742,405,M-0026,Silver Spg,SJRWMD,Well,29.19331509,-82.03224234,,192,174,
-81.9012362203656,29.1869861312027,406,M-0044,Redwater Lk,SJRWMD,Well,29.18698065,-81.90123294,,199,46,
-80.9422201095194,28.236940022821,407,OS0238,TH-4 Deer Pk,SJRWMD,Well,28.23693474,-80.94221714,,373,173,
-81.0954120529942,28.4611922439472,408,OR0265,Cocoa F,SJRWMD,Well,28.46118691,-81.09540903,,375,200,
-81.2272198328888,28.9286852980947,409,V-0772,Galaxy MS,SJRWMD,Well,28.92867986,-81.22721675,,140,100,
-81.6182945546515,29.413523907975,410,P-0776,Marvin Jones Rd,SJRWMD,Well,29.41351836,-81.61829135,,160,155,
-81.5072912214969,29.2530202981327,411,V-4034,Old Bubbly,SJRWMD,Well,29.25301479,-81.50728805,,180,107,
-81.822458999582,29.7230461305964,412,P-4086,Etonia E V Rd,SJRWMD,Well,29.72304052,-81.82245572,,310,255,
-81.8308234426354,29.5407791865592,413,P-0132,Greenways,SJRWMD,Well,29.54077362,-81.83082017,,210,155,
-81.5441667780881,30.1272222407066,414,D-1413,Julington Ck,SJRWMD,Well,30.12721653,-81.54416356,,430,375,
-81.8344445559855,30.0600000192463,415,C-1063,Lk Asbury,SJRWMD,Well,30.05999433,-81.83444126,,450,395,
-81.0627003886221,29.1848969651152,416,V-1150,Daytona Bch AP,SJRWMD,Well,29.18489146,-81.06269735,,183,97,
-80.9924520556398,29.1273141875446,417,V-1163,Buschman Pk,SJRWMD,Well,29.12730869,-80.99244904,,130,90,
-81.1538478890328,29.1610264100853,418,V-1216,Tiger Bay Site 2,SJRWMD,Well,29.16102091,-81.15384482,,150,100,
-81.6103337206199,28.5291359648668,419,OR1123,Johns LK E,SJRWMD,Well,28.52913063,-81.61033054,,170,60,
-81.3203089978509,28.6889527982579,420,S-0715,Lk Hodge,SJRWMD,Well,28.68894742,-81.3203059,,180,80,
-81.7053314973615,28.6887647431539,421,L-1023,Duda-Whittle,SJRWMD,Well,28.68875937,-81.70532829,,174,124,
-81.3418278327993,28.9441143779825,422,V-0083,Blue Spg,SJRWMD,Well,28.94410894,-81.34182472,,432,84,
-81.4634924166197,29.2470501216081,423,V-0531,Pierson AP,SJRWMD,Well,29.24704461,-81.46348926,,210,130,
-81.5138894386171,29.4319476403222,424,P-2037,Stella Lk,SJRWMD,Well,29.43194209,-81.51388626,,160,110,
-81.7969703869563,29.6255125196549,425,P-0510,Hollister Work Cntr,SJRWMD,Well,29.62550693,-81.79696712,,300,175,
-81.7906958047573,28.899678420015,426,L-0620,Carrot Barn,SJRWMD,Well,28.899673,-81.79069256,,304,147,
-82.0756515951595,29.599102632115,427,A-0071,Hawthorne Twr,SJRWMD,Well,29.59909706,-82.07564825,,113,95,
-82.2869296540636,29.6846557002022,428,A-0693,Alachua Fairgrounds,SJRWMD,Well,29.68465011,-82.28692624,,440,192,
-82.1491128663439,29.661030491414,429,A-0708,Alachua Co F-5,SJRWMD,Well,29.6610249,-82.1491095,,191,120,
-81.8841402998927,29.0821503418868,430,M-0013,Moss Bluff,SJRWMD,Well,29.08214488,-81.88413703,,225,80,
-81.8491177734072,29.3687001939048,431,M-0024,Forest Rd 97 & CR316,SJRWMD,Well,29.36869467,-81.8491145,,90,53,
-82.119993106535,28.9855648869342,432,M-0031,Pedro,SJRWMD,Well,28.98555946,-82.11998977,,66,45,
-82.0316682843711,30.0550032783797,433,C-1017,Camp Blanding N Rd,SJRWMD,Well,30.05499759,-82.03166493,,550,500,
-82.1540011980446,29.0663008870809,434,M-0041,SR475B,SJRWMD,Well,29.06629544,-82.15399785,,80,29,
-80.7669658498869,28.38237850191,435,BR1557,Cocoa HS,SJRWMD,Well,28.38237318,-80.76696292,,190,150,
-81.1695798741051,29.1685714895612,436,V-0086,Tiger Bay,SJRWMD,Well,29.16856599,-81.16957681,,222,122,
-81.0943330017965,28.9514200263925,437,V-0101,Alamana,SJRWMD,Well,28.95141458,-81.09432996,,121,113,
-81.0716164353591,28.9928700799863,438,V-0110,Samsula,SJRWMD,Well,28.99286462,-81.0716134,,261,105,
-81.3419391180693,29.0272421175654,439,V-0115,SR44 & Ridgewood,SJRWMD,Well,29.02723666,-81.341936,,350,252,
-81.4520173741461,29.249466814041,440,V-0147,Franklin St,SJRWMD,Well,29.2494613,-81.45201422,,140,128,
-81.8829374174702,29.6699278763188,441,P-0772,Lk Grandin,SJRWMD,Well,29.66992228,-81.88293412,,200,165,
-81.5878588902715,29.5352533352726,442,P-0817,Lk Broward,SJRWMD,Well,29.53524776,-81.58785569,,200,100,
-81.6156171346638,29.9591759780637,443,C-0579,Bayard Point,SJRWMD,Well,29.9591703,-81.61561391,,655,320,
-81.2744436430136,28.6600033022374,444,S-1056,Citrus Rd,SJRWMD,Well,28.65999793,-81.27444056,,365,166,
-81.6858338688412,29.9402813982474,445,C-1056,Walkill,SJRWMD,Well,29.94027573,-81.68583062,,440,385,
-81.6597228139273,29.872781339121,446,C-1026,Bayard nr Walkill,SJRWMD,Well,29.87277569,-81.65971958,,380,330,
-81.705000661545,30.2294480294454,447,D-1394,NAS Jax WP 3,SJRWMD,Well,30.2294423,-81.7049974,,736,390,
-81.4424419839225,29.7840982407985,448,SJ0317,Sykes Frms,SJRWMD,Well,29.7840926,-81.44243881,,290,99,
-80.6763881926544,28.5077813001095,449,BR1748,Ransom Rd Pine Is,SJRWMD,Well,28.50777595,-80.67638529,,210,170,
-81.9849072765884,29.776524923897,450,C-0031,Lk Geneva,SJRWMD,Well,29.7765193,-81.98490395,,244,192,
-82.0356767859846,29.802244422732,451,C-0120,Lk Brooklyn,SJRWMD,Well,29.8022388,-82.03567344,,227,192,
-81.222913922921,29.5539842985084,452,F-0158,ITT Palm Coast,SJRWMD,Well,29.55397871,-81.22291082,,284,183,
-81.4608061589794,28.8898922936405,453,L-0816,Seminole SF,SJRWMD,Well,28.88988687,-81.46080302,,220,120,
-82.2622238378308,29.5655583659595,454,A-0750,Paynes Pr Buffalo,SJRWMD,Well,29.5655528,-82.26222044,,269,91,
-82.0410873350066,29.3679528510709,455,M-0052,Ft. McCoy Twr,SJRWMD,Well,29.36794733,-82.041084,,160,60,
-81.5791624435381,29.0808780545343,456,L-0066,Alexander Spg,SJRWMD,Well,29.08087259,-81.57915926,,102,74,
-81.895910020568,28.6894206409824,457,L-0095,Groveland Twr,SJRWMD,Well,28.68941528,-81.89590676,,365,150,
-81.6799245852933,28.5250116215258,458,L-0052,Johns Lk,SJRWMD,Well,28.52500629,-81.67992139,,115,73,
-80.6099985620957,27.7780591108904,459,IR0921,Morrison,SJRWMD,Well,27.77805393,-80.6099957,,541,165,
-80.5786094878199,27.5875034298073,460,IR0954,SJWCD,SJRWMD,Well,27.5874983,-80.57860664,,480,432,
-80.7783318228238,27.7047257018887,461,IR0968,Blue Cyp S315,SJRWMD,Well,27.70472055,-80.77832892,,440,303,
-81.3973832982551,28.8239784199081,462,S-1230,Yankee Lk,SJRWMD,Well,28.82397301,-81.39738018,,404,120,
-80.4297206306011,27.6463924804628,463,IR1006,Dodger Stadium E,SJRWMD,Well,27.64638733,-80.42971783,,460,405,
-80.377220606854,27.6347259034104,464,IR1008,Vero Bch Pwr Plant,SJRWMD,Well,27.63472076,-80.37721782,,685,595,
-81.7692314774264,28.7446789474982,465,L-0043,Lk Yale Grvs,SJRWMD,Well,28.74467357,-81.76922825,,200,112,
-81.2053389284532,29.6317232951763,466,F-0200,Washington Oaks SP,SJRWMD,Well,29.63171769,-81.20533583,,148,143,
-82.2912518542032,30.4406721538518,467,BA0009,Taylor SR250 & SR125,SJRWMD,Well,30.44066639,-82.29124841,,898,417,
-82.2722239756056,30.2597253508368,468,BA0011,Sanderson,SJRWMD,Well,30.25971963,-82.27222055,,825,282,
-81.9799738268853,30.291153305891,469,D-0254,Seaboard RR,SJRWMD,Well,30.29114757,-81.97997048,,722,422,
-80.4547208329811,27.8698315777185,470,BR0625,Sebastian SP,SJRWMD,Well,27.86982637,-80.45471802,,454,299,
-81.5431143726795,30.2861730775983,471,D-0547,Southside Twr,SJRWMD,Well,30.28616733,-81.54311115,,740,490,
-81.6421088679843,30.3847036955896,472,D-0667,Panama Pk,SJRWMD,Well,30.38469792,-81.64210562,,905,571,
-81.5260117762038,29.3786225278013,473,P-0696,Silver Pd,SJRWMD,Well,29.37861699,-81.5260086,,400,80,
-81.5524312154904,29.4052142494931,474,P-0705,Niles Rd,SJRWMD,Well,29.4052087,-81.55242803,,400,105,
-81.3411110914701,28.9202810571224,475,V-1091,S of Blue Spg,SJRWMD,Well,28.92027562,-81.34110798,,200,110,
-81.3555077194343,28.6823978668452,476,S-1014,Charlotte St,SJRWMD,Well,28.68239249,-81.35550461,,300,142,
-81.5756116010067,30.1578426012384,477,D-1313,Greenland Pines ES,SJRWMD,Well,30.15783688,-81.57560838,,422,374,
-81.9652791146314,29.517502642032,478,P-0166,Camp Kateri,SJRWMD,Well,29.51749708,-81.9652758,,230,180,
-81.3283196002644,29.704128822236,479,SJ0602,I-95 RS at SR206,SJRWMD,Well,29.7041232,-81.32831647,,193,163,
-81.1263888811836,29.2847257694629,480,V-1094,I-95 Ormond Bch RS,SJRWMD,Well,29.28472024,-81.12638582,,155,100,
-80.9496178851099,28.0226527990767,481,OS0004,Bull Ck Loop W,SJRWMD,Well,28.02264757,-80.94961492,,343,202,
-82.2472070547679,29.6092916853652,482,A-0054,Bill Holblack,SJRWMD,Well,29.60928611,-82.24720366,,80,0,
-80.8374135041287,28.8202423281663,483,V-0840,Migor Shiloh Rd,SJRWMD,Well,28.8202369,-80.83741054,,195,145,
-81.4389860414905,28.7760785460593,484,OR0662,Rock Spg,SJRWMD,Well,28.77607315,-81.43898291,,0,0,
-81.3170835525991,29.3063005577696,485,F-0251,Relay Twr,SJRWMD,Well,29.30629503,-81.31708044,,147,78,
-81.3905085736744,29.562231343654,486,F-0294,Dinner Is,SJRWMD,Well,29.56222576,-81.39050543,,124,95,
-81.0072962204503,28.1160284795954,487,OS0023,Bull Ck 1 Crabgrass,SJRWMD,Well,28.11602323,-81.00729323,,520,396,
-81.0191707953818,27.8075533460319,488,OS0230,Adams Rch,SJRWMD,Well,27.80754817,-81.01916782,,392,364,
-80.9591541674678,27.8289672657709,489,OS0231,Campbell Rch,SJRWMD,Well,27.82896209,-80.9591512,,420,364,
-81.9269458339082,29.8772252943328,490,C-1011,Camp Blanding CR315,SJRWMD,Well,29.87721965,-81.92694252,,340,290,
-82.0134017934852,29.769877659629,491,C-0436,Lk Geneva,SJRWMD,Well,29.76987204,-82.01339846,,146,146,
-81.644078263319,30.0609842843406,492,SJ0508,Greenbrier Rd,SJRWMD,Well,30.06097859,-81.64407502,,563,278,
-81.3120251423859,29.7555483520724,493,SJ0516,Dupont Cntr,SJRWMD,Well,29.75554272,-81.31202201,,238,204,
-81.4469112234974,30.2811722404998,494,D-0259,Bch Haven,SJRWMD,Well,30.28116649,-81.44690803,,845,365,
-82.0068350888244,29.7191498182368,495,P-0001,Swan Lk,SJRWMD,Well,29.71914421,-82.00683176,,170,90,
-81.9887099075548,29.6323164898403,496,P-0008,Chesser,SJRWMD,Well,29.6323109,-81.98870658,,144,131,
-81.1124964769905,28.5271450375264,497,OR0617,Long Brch,SJRWMD,Well,28.52713969,-81.11249345,,550,210,
-81.3743046817379,28.5614451211419,498,OR0468,Lk Ivanhoe,SJRWMD,Well,28.56143977,-81.37430157,,450,189,
-81.4656275145313,28.7111730613935,499,OR0548,Wekiva Spg SP,SJRWMD,Well,28.71116768,-81.46562437,,155,100,
-81.8301431938361,30.5947979884471,500,N-0220,Callahan Fairground,SJRWMD,Well,30.59479217,-81.83013988,,650,450,
-81.1059994862462,28.8425032742719,501,V-0165,Took Frm,SJRWMD,Well,28.84249785,-81.10599645,,255,58,
-81.4948590416207,29.3279113148843,502,V-0184,Seville Twr,SJRWMD,Well,29.32790579,-81.49485587,,100,75,
-81.1266859725258,29.1431090066456,503,V-0188,Tomoka Twr,SJRWMD,Well,29.14310351,-81.12668292,,150,92,
-81.3041747174143,28.9108588149366,504,V-0196,Orange City Twr,SJRWMD,Well,28.91085338,-81.30417162,,234,88,
-81.4947897404307,29.2497417060453,505,V-0068,W Pierson,SJRWMD,Well,29.2497362,-81.49478657,,125,63,
-81.4836896212723,29.2967918295852,506,V-0510,J C Mew,SJRWMD,Well,29.29678631,-81.48368646,,130,85,
-81.309011174359,29.1044615905292,507,V-0742,Lee AP,SJRWMD,Well,29.10445611,-81.30900807,,460,140,
-81.3204891236083,29.2249782568176,508,V-0769,SR40 & 11,SJRWMD,Well,29.22497275,-81.32048601,,440,85,
-81.4919286645555,29.2313417412126,509,V-0577,Shell Harbor Rd E,SJRWMD,Well,29.23133624,-81.4919255,,120,75,
-81.0876049826379,28.7873449073434,510,S-0086,Osceola Landfill,SJRWMD,Well,28.7873395,-81.08760195,,225,70,
-81.6520562348618,29.5686474743992,511,P-4043,Murphy Is,SJRWMD,Well,29.56864189,-81.65205301,,273,185,
-80.8048735112138,27.5305897214889,512,OK0001,Ft Drum,SJRWMD,Well,27.53058461,-80.8048706,,960,125,
-81.95833462924,29.4991693238615,513,M-0441,G&M Cattle Rch,SJRWMD,Well,29.49916377,-81.95833132,,210,155,
-82.0625013058719,29.4316694103238,514,M-0443,Citra Rch,SJRWMD,Well,29.43166387,-82.06249797,,115,83,
-81.9727790145866,29.3861139112104,515,M-0463,Ft. McCoy ES,SJRWMD,Well,29.38610838,-81.9727757,,180,135,
-81.9836126563251,28.9980588912738,516,M-0467,Lk Weir MS,SJRWMD,Well,28.99805345,-81.98360936,,118,58,
-81.8591677660171,29.4283362799596,517,M-0471,Forest Rd 75,SJRWMD,Well,29.42833074,-81.85916449,,380,317,
-81.7242359421088,28.988526687038,518,M-0612,Nicotoon Lk,SJRWMD,Well,28.98852125,-81.72423272,,170,120,
-81.1734589981736,28.8916214096005,519,V-1149,Heritage MS,SJRWMD,Well,28.89161598,-81.17345594,,160,105,
-81.5742712213065,29.6591639072606,520,P-0172,Orange Mill,SJRWMD,Well,29.6591583,-81.57426802,,543,112,
-81.1623326098534,29.1663380771482,521,V-1190,Indian Lk,SJRWMD,Well,29.16633258,-81.16232954,,150,100,
-81.0441192763031,29.0914191867841,522,V-1161,Gamble Place,SJRWMD,Well,29.0914137,-81.04411625,,149,96,
-81.3175770539644,28.8484230757608,523,V-1138,Empire ASR,SJRWMD,Well,28.84841766,-81.31757395,,167,112,
-81.2577384436164,29.4563669645345,524,F-0384,Bunnell Justice Ln,SJRWMD,Well,29.4563614,-81.25773534,,160,110,
-81.5184087186386,28.8068914090993,525,L-1020,Mt Plymouth Lk,SJRWMD,Well,28.80688601,-81.51840556,,190,140,
-82.1790378871562,29.3687397411337,526,M-0527,CR316 Reddick,SJRWMD,Well,29.36873422,-82.17903452,,120,70,
-80.5922023313637,28.4054127992959,527,BR1990,Jetty Pk,SJRWMD,Well,28.40540747,-80.59219946,,320,276,
-80.7541245520535,27.9980455784906,528,BR1995,Three Forks,SJRWMD,Well,27.99804035,-80.75412164,,385,235,
-81.8221548299944,28.6002658532587,529,L-1036,Cherry Lk,SJRWMD,Well,28.60026051,-81.82215159,,165,112,
-81.1679471115164,29.1836550204551,530,V-1193,Scoggin Lk,SJRWMD,Well,29.18364952,-81.16794404,,150,97,
-81.3209498312978,28.7689977980584,531,S-0975,Liberty Pk,SJRWMD,Well,28.7689924,-81.32094673,,190,140,
-81.367012412565,28.6966667212201,532,S-0125,Seminole 125,SJRWMD,Well,28.69666134,-81.3670093,,146,63,
-81.7650764697626,28.5541701643771,533,L-0001,Clermont,SJRWMD,Well,28.55416483,-81.76507325,,525,112,
-81.6913896570754,29.6318532889964,534,P-0891,EH Miller Sch,SJRWMD,Well,29.63184769,-81.69138642,,280,220,
-80.477919422546,27.7773911620699,535,IR1183,Adams property,SJRWMD,Well,27.77738598,-80.4779166,,405,354,
-81.6878527643186,28.5655592251141,536,L-0199,Turnpike,SJRWMD,Well,28.56555388,-81.68784957,,146,110,
-81.3072883883828,28.7216656676748,537,S-0829,Seminole Env Cntr,SJRWMD,Well,28.72166028,-81.30728529,,180,85,
-81.7503305907294,28.5083956340628,538,L-1024,Crooked R Preserve,SJRWMD,Well,28.50839031,-81.75032738,,150,100,
-81.1233378963567,28.6328294047831,539,S-0721,Mills Lk,SJRWMD,Well,28.63282403,-81.12333486,,175,125,
-81.8128901861384,29.1581141243048,540,M-0720,Ocala NF off FR5 S,SJRWMD,Well,29.15810864,-81.81288693,,0,0,
-80.824780510933,27.7689205631805,541,IR0189,Rollins Blue Cyp Rch,SJRWMD,Well,27.76891539,-80.82477759,,630,0,
-81.9328742501325,29.7121920412805,542,P-0822,FL Rock MW1,SJRWMD,Well,29.71218643,-81.93287094,,255,162,
-81.3199140311813,29.5935925789293,543,F-0165,Old Brick Rd,SJRWMD,Well,29.59358698,-81.3199109,,140,127,
-81.2083973830104,28.6594451201091,544,S-1193,Oviedo WTP,SJRWMD,Well,28.65943974,-81.20839432,,220,87,
-80.9608936955992,28.1416855663894,545,OS0069,TH-6 Deer Pk,SJRWMD,Well,28.14168031,-80.96089072,,422,220,
-81.6209295712406,30.4527421109885,546,D-1307,Camden Rd,SJRWMD,Well,30.45273632,-81.62092632,,978,536,
-81.6419456386205,29.1691696226525,547,M-0501,SR19 & 40,SJRWMD,Well,29.16916414,-81.64194243,,270,210,
-81.4494448518927,30.0450040013572,548,SJ2556,Twelve Mile Swamp,SJRWMD,Well,30.0449983,-81.44944167,,680,275,
-81.6431604869033,29.4269670548608,549,P-0270,Fruitland Handy Way,SJRWMD,Well,29.42696151,-81.64315727,,124,91,
-82.1266486125533,29.4775582618723,550,A-0725,Orange Lk,SJRWMD,Well,29.47755272,-82.12664525,,40,30,
-81.7968485376256,28.862556342871,551,L-0290,Leesburg Twr,SJRWMD,Well,28.86255093,-81.7968453,,400,190,
-81.4333338346167,30.419726004823,552,D-1383,Ft. George,SJRWMD,Well,30.41972022,-81.43333064,,619,460,
-81.4885884418304,28.6051108535586,553,OR1110,Lk Gem ES,SJRWMD,Well,28.6051055,-81.4885853,,180,130,
-81.4497225396852,29.6925036678933,554,SJ0408,Yarborough,SJRWMD,Well,29.69249805,-81.44971937,,293,185,
-81.4902642741505,29.907423328404,555,SJ0027,Bakersville Twr,SJRWMD,Well,29.90741766,-81.49026108,,464,225,
-81.7422397513159,29.4736170919121,556,P-0472,Johnson Field,SJRWMD,Well,29.47361154,-81.7422365,,144,96,
-81.569528343509,29.4744643766032,557,P-0246,Thunderbird AP,SJRWMD,Well,29.47445882,-81.56952515,,144,104,
-81.2738331684023,29.0973394001679,558,V-0808,Lk Daugharty,SJRWMD,Well,29.09733392,-81.27383007,,140,90,
-81.2205354807388,28.8707754546302,559,V-0810,Snook Rd,SJRWMD,Well,28.87077003,-81.22053241,,311,290,
-81.9286131259936,28.7502818694551,560,L-0924,Leesburg WWTF,SJRWMD,Well,28.75027649,-81.92860985,,140,70,
-81.9310873932056,29.9810338631393,561,C-0128,Penny Frms Twr,SJRWMD,Well,29.98102819,-81.93108407,,405,366,
-81.8991683659465,28.8561148140542,562,L-0927,Lk Griffin SP,SJRWMD,Well,28.85610941,-81.8991651,,195,145,
-80.7652403849519,27.6328872455768,563,IR1202,Prince parcel,SJRWMD,Well,27.63288211,-80.76523748,,460,411,
-81.9392745544521,29.0599461308329,564,M-0445,Tiger Den,SJRWMD,Well,29.05994068,-81.93927126,,226,160,
-81.4881231637166,28.7075677973653,565,OR0893,Prevatt Lk,SJRWMD,Well,28.70756242,-81.48812002,,140,74,
-81.7310529723033,28.3577913294974,566,L-0877,Hilochee,SJRWMD,Well,28.35778604,-81.73104977,,200,110,
-81.638334609035,30.6675038419921,567,N-0320,Yulee Twr,SJRWMD,Well,30.667498,-81.63833135,,750,490,
-80.5711096913646,27.7788924670297,568,IR0916,Sebastian Buffer,SJRWMD,Well,27.77888729,-80.57110684,,510,356,
-81.041448200135,28.7049980445979,569,S-0025,Kilbee Rch E,SJRWMD,Well,28.70499265,-81.04144518,,154,58,
-81.3355673310679,28.9573444649622,570,V-1152,Blue Spg N,SJRWMD,Well,28.95733902,-81.33556422,,140,90,
-81.688638442942,28.8109972429084,571,L-1027,Stewart,SJRWMD,Well,28.81099184,-81.68863523,,245,195,
-81.6214865243355,30.5360746655733,572,D-0673,Tisonia Twr,SJRWMD,Well,30.53606886,-81.62148327,,857,450,
-80.8553324885024,28.6077781642824,573,BR0001,Champion Rd,SJRWMD,Well,28.60777279,-80.85532953,,136,132,
-80.7939427596606,28.4961150780273,574,BR0586,Tico AP,SJRWMD,Well,28.49610973,-80.79393982,,135,93,
-80.6555543633631,28.0875036735185,575,BR1983,Erna Nixon Pk,SJRWMD,Well,28.08749842,-80.65555148,,360,255,
-81.8344446754857,28.4691699695998,576,L-0950,Eva Twr,SJRWMD,Well,28.46916466,-81.83444144,,180,80,
-81.4828045264372,28.5241651963038,577,OR1102,Lk Hiawasee,SJRWMD,Well,28.52415986,-81.48280139,,160,110,
-81.0797222051736,29.3258369448929,578,V-0900,Tomoka SP,SJRWMD,Well,29.32583141,-81.07971916,,477,200,
-81.569927779351,28.9227225170236,579,L-0935,Lk Norris,SJRWMD,Well,28.92271709,-81.5699246,,238,138,
-81.5805841199493,29.3557363792561,580,P-0736,Middle Rd,SJRWMD,Well,29.35573085,-81.58058092,,100,70,
-81.3922232507257,30.1648939796645,581,SJ0355,Landrum MS,SJRWMD,Well,30.16488825,-81.39222008,,410,310,
-80.9983326937922,28.4975033946632,582,OR0886,Tosohatchee Reserve,SJRWMD,Well,28.49749805,-80.9983297,,345,240,
-81.3272982680984,30.0227491032634,583,SJ2574,Guana SP,SJRWMD,Well,30.02274341,-81.32729512,,320,255,
-81.2356216240263,29.7155313611288,584,SJ0333,Ft Matanzas,SJRWMD,Well,29.71552573,-81.23561852,,352,170,
-81.3761876179264,29.9346940687187,585,SJ0331,Woodlawn Rd,SJRWMD,Well,29.93468839,-81.37618446,,527,275,
-80.8811652151942,28.7644396728904,586,BR1835,Parrish Pk,SJRWMD,Well,28.76443426,-80.88116224,,347,130,
-81.4867569857527,30.4730202427095,587,D-1236,Pumpkin Hill,SJRWMD,Well,30.47301444,-81.48675378,,570,520,
-81.375624477784,28.5177840017152,588,OR0827,Wadeview Pk,SJRWMD,Well,28.51777866,-81.37562137,,460,365,
-81.8484346692483,30.1182989776494,589,C-0592,Tynes ES,SJRWMD,Well,30.11829327,-81.84843137,,540,470,
-81.966217292069,30.0969096796019,590,C-0599,Canvasback Rd,SJRWMD,Well,30.09690398,-81.96621396,,470,400,
-80.9561683075876,28.6724986762509,591,BR1914,Buck Lk,SJRWMD,Well,28.67249329,-80.95616532,,171,120,
-81.5531381448249,29.8241378438516,592,SJ0320,Riverdale Pk,SJRWMD,Well,29.8241322,-81.55313494,,260,180,
-81.7228729751151,30.0841332190808,593,C-0495,Thunderbolt ES,SJRWMD,Well,30.08412752,-81.72286971,,470,420,
-81.5609193217863,29.9844137953075,594,SJ0324,Trout Ck Pk,SJRWMD,Well,29.98440811,-81.56091611,,340,280,
-82.1017629995088,29.535528153689,595,A-0421,Lochloosa,SJRWMD,Well,29.53552259,-82.10175965,,132,82,
-80.5336309530572,27.8738356143471,596,BR1935,Micco,SJRWMD,Well,27.87383041,-80.53362811,,370,305,
-81.4537042817153,30.703297177452,597,N-0304,Ft Clinch SP,SJRWMD,Well,30.70329133,-81.45370107,,727,580,
-81.1114472497842,29.4385910549341,598,F-0209,Gamble Rogers SP,SJRWMD,Well,29.43858549,-81.11144419,,200,120,
-81.0672790565389,29.0405442730669,599,V-0117,Samsula N,SJRWMD,Well,29.0405388,-81.06727602,,241,97,
-81.8628772755275,29.9782997920212,600,C-0607,State Rd 16,SJRWMD,Well,29.97829412,-81.86287397,,420,320,
-81.3845254656162,30.1330250449527,601,SJ0005,Palm Valley SJ-5,SJRWMD,Well,30.13301932,-81.3845223,,0,0,
-80.858112140857,28.3677874134331,602,BR1932,Frank Burton Smith Pk,SJRWMD,Well,28.3677821,-80.85810919,,224,120,
-81.8242728460708,30.4810740392366,603,N-0311,Red Shirt Farms,SJRWMD,Well,30.48106825,-81.82426954,,658,460,
-80.6083959425699,28.3374375237626,604,BR2125,Lori Wilson Pk,SJRWMD,Well,28.33743221,-80.60839307,,235,185,
-81.8078473333323,29.801819463473,605,P-4083,Etonia Buck Spg Rd,SJRWMD,Well,29.80181383,-81.80784405,,215,160,
-81.7103301095491,29.2976900200502,606,M-0413,FSR 90 W SR19,SJRWMD,Well,29.2976845,-81.71032688,,75,60,
-81.736683165498,29.4106786290808,607,P-0427,Frontier Dance Hall,SJRWMD,Well,29.41067309,-81.73667992,,148,95,
-80.9642662198275,28.6121477994549,608,BR1526,Seminole Rch,SJRWMD,Well,28.61214243,-80.96426323,,300,235,
-81.3696276106782,29.6251677969309,609,SJ0115,County Line,SJRWMD,Well,29.6251622,-81.36962447,,609,142,
-81.6325948331455,29.483110852066,610,P-0408,Fruitland,SJRWMD,Well,29.48310529,-81.63259162,,148,127,
-80.9459837206798,28.3976555774106,611,OR0029,Palmetto,SJRWMD,Well,28.39765026,-80.94598074,,390,244,
-81.7083084408646,28.4211000207834,612,L-0730,Keene Lk,SJRWMD,Well,28.42109471,-81.70830524,,465,385,
-82.082640109755,29.2228777972159,613,M-0039,NE 35th St Ocala,SJRWMD,Well,29.22287231,-82.08263677,,40,20,
-80.6326101074836,27.6615333581398,614,IR0955,Delta Frms,SJRWMD,Well,27.66152821,-80.63260725,,430,380,
-82.0619970536791,29.1394811287731,615,M-0528,Rotary Pk,SJRWMD,Well,29.13947566,-82.06199373,,135,60,
-81.6536623329175,29.6872861302721,616,P-0830,Barge Port,SJRWMD,Well,29.68728052,-81.6536591,,328,216,
-81.4197131658797,29.321281407571,617,V-0096,R. Nolan,SJRWMD,Well,29.32127588,-81.41971002,,138,0,
-81.7654792792972,30.4253722400304,618,D-1309,Dinsmore,SJRWMD,Well,30.42536646,-81.76547599,,620,510,
-80.8499101085885,28.6259900218251,619,BR1572,Astronaut HS,SJRWMD,Well,28.62598464,-80.84990715,,228,180,
-82.1864692782472,30.2724875180396,620,BA0054,Macclenny Twr,SJRWMD,Well,30.27248179,-82.18646587,,706,370,
-82.3436767784941,30.5431872391478,621,BA0057,Eddy Twr,SJRWMD,Well,30.54318145,-82.34367332,,700,360,
-82.1895426099814,29.5707016857935,622,A-0420,Lybass,SJRWMD,Well,29.57069612,-82.18953923,,190,119,
-81.8415204875669,29.496980755315,623,P-0450,Forest Rds 77 & 77B,SJRWMD,Well,29.4969752,-81.84151721,,241,215,
