APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5019023028,09-117207,STOVALL VILLAS,In-Service,NEW CONSTRUCTION,"4057 S FIGUEROA ST  Los Angeles, CA 90037",9,1,WEST VERNON,32,32,SENIORS,No,09/23/2009,4230942,4868100,0,9099042,2011,"Laurel Place West Hollywood, Inc.",HDSI MANAGEMENT INC.,(323) 231-1104,click here (http://hcidapp.lacity.org/mpphotos/09-117207/Photo/Website/Stovall%20villas.jpg),85,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117207&LutSiteCD=1),C-116059,2/7/2022,-118.28341,34.01039,POINT (-118.28341 34.01039)
5114014007,14-121652,FLORENCE MILLS (SITE 2),In-Service,NEW CONSTRUCTION,"1046 E 35TH ST  LOS ANGELES, CA 90011",9,2,CENTRAL,0,74,SPECIAL NEEDS,Yes,12/17/2018,9389115.63,36081992,0,45471107.63,2021,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),226,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121652&LutSiteCD=2),C-129358,2/7/2022,-118.25723,34.01161,POINT (-118.25723 34.01161)
2631002041,19-125935,SUN KING APARTMENTS,Development,NEW CONSTRUCTION,"9190 N TELFAIR AVE  LOS ANGELES, CA 91352",6,1,NULL,26,26,FAMILY,Yes,06/18/2021,0,13447142,2125000,15572142,Development,MANY MANSIONS,MANY MANSIONS,(805) 496-4948,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),147,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125935&LutSiteCD=1),,2/7/2022,-118.396686,34.236637,POINT (-118.396686 34.236637)
4365008904,18-124751,BUILDING 208,Development,ACQUISITION + REHAB,"11301 WILSHIRE BLVD  #208  LOS ANGELES, CA 90073",11,1,NULL,54,54,SPECIAL NEEDS,Yes,06/09/2020,11660000,21534859,5250000,38444859,Development,"Veterans Housing Partnership, LLC","STEP UP ON SECOND, INC.",(310) 576-1308,click here (http://hcidapp.lacity.org/mpphotos/18-124751/Photo/Website/Building%20208.JPG),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124751&LutSiteCD=1),C-135752,2/7/2022,-118.454051,34.054871,POINT (-118.454051 34.054871)
6030011028,05-117193,LEEWARD APTS. (SITE 14),In-Service,REHAB,"8318 S MAIN ST  Los Angeles, CA 90003",9,14,FLORENCE-FIRESTONE,0,257,FAMILY,No,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=14),,2/7/2022,-118.27371,33.96322,POINT (-118.27371 33.96322)
6073004030,10342,"TRI CITY APTS (AVALON, MARIPOSA, ROCKVIEW)",In-Service,N/A,"10803 S AVALON BLVD  Los Angeles, CA 90061",8,1,CENTURY PALMS/COVE,42,42,LARGE FAMILY / WAIVER REQUIRED,No,04/15/2002,2655000,0,0,2655000,2003,"CORRIDOR ECONOMIC DEV. CORP.,",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=010342&LutSiteCD=1),"C-100782,C-100783",2/7/2022,-118.26535,33.93807,POINT (-118.26535 33.93807)
5076019031,10-104715,MENLO FAMILY HOUSING,In-Service,NEW CONSTRUCTION,"1230 S MENLO AVE  Los Angeles, CA 90006",1,1,PICO-UNION,60,60,FAMILY,Yes,05/01/2011,6309887,19253250,0,25563137,2013,"Menlo Family Housing, L.P",LTSC CDC PROPERTY MANAGEMENT,(213) 473-3021,click here (http://hcidapp.lacity.org/mpphotos/10-104715/Photo/Website/10-104715.JPG),202,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-104715&LutSiteCD=1),C-118815,2/7/2022,-118.29051,34.04815,POINT (-118.29051 34.04815)
5534015018,13-119154,HOLLYWOODLAND (SITE 2),In-Service,ACQUISITION + REHAB,"1222 N GOWER ST  HOLLYWOOD, CA 90038",13,2,HOLLYWOOD,8,82,SENIORS,No,11/21/2013,0,7946357,10500000,18446357,2014,Steele Properties LLC,"MONROE GROUP, LRD",(303) 322-8888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),53,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119154&LutSiteCD=2),,2/7/2022,-118.32212,34.09322,POINT (-118.32212 34.09322)
5082023002,19-125948,AMANI APARTMENTS (FKA PICO),Development,NEW CONSTRUCTION,"4200 W PICO BLVD  Los Angeles, CA 90019",10,1,VICTORIA PARK,54,54,SPECIAL NEEDS,Yes,11/05/2020,11410000,23992743,0,35402743,Development,Wakeland Housing and Development Corporation,CONAM,(858) 614-7376,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),287,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125948&LutSiteCD=1),C-137287,2/7/2022,-118.32718,34.04741,POINT (-118.32718 34.04741)
5546009043,30165,ENCORE HALL,In-Service,NEW CONSTRUCTION,"1602 N IVAR AVE 1-104  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,104,104,SENIORS,No,10/27/2005,1700000,16928000,2040000,20668000,2007,"COMMUNITY REDEVELOPMENT AGENCY, LA","MCCORMACK BARON RAGAN MANAGEMENT SERVICES, INC.",(314) 335-2754,click here (http://hcidapp.lacity.org/mpphotos/030165/Photo/Website/CD%2013%20-%20Encore%20Hall.JPG),125,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030165&LutSiteCD=1),,2/7/2022,-118.32793,34.09998,POINT (-118.32793 34.09998)
5051005901,18-124669,ADAMS TERRACE,Development,NEW CONSTRUCTION,"4314 W ADAMS BLVD  Los Angeles, CA 90018",10,1,WELLINGTON SQUARE,38,86,SENIORS,Yes,11/25/2020,12895000,41450241,5991700,60336941,Development,Abode Communities,ABODE COMMUNITIES,(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/18-124669/Photo/Website/Adams%20Terrace.JPG),572,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124669&LutSiteCD=1),C-137407,2/7/2022,-118.33225,34.03238,POINT (-118.33225 34.03238)
2138005006,50030,HART VILLAGE,In-Service,NEW CONSTRUCTION,"6941 N OWENSMOUTH AVE  Canoga Park, CA 91303",3,1,CANOGA PARK,47,47,LARGE FAMILY / WAIVER REQUIRED,No,02/22/2006,2538000,16109027,0,18647027,2008,Abode Communities previously known as LA COMMUNITY DESIGN CENTER,ABODE COMMUNITIES,(213) 225-2770,click here (http://hcidapp.lacity.org/mpphotos/050030/Photo/Website/CD%203%20-%20Hart%20Village.jpg),117,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050030&LutSiteCD=1),C-109532,2/7/2022,-118.60179,34.19676,POINT (-118.60179 34.19676)
5474022011,12-118878,EAGLE VISTA (AKA TEAGUE TERRACE),In-Service,NEW CONSTRUCTION,"4260 N EAGLE ROCK BLVD  Los Angeles, CA 90041",1,1,GLASSELL PARK,56,56,SPECIAL NEEDS,No,05/13/2013,1773961,15806726,0,17580687,2015,Women Organizing Resources Knowledge & Services,SOLARI ENTERPRISES INC.,(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/12-118878/Photo/Website/150_2830.png),159,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118878&LutSiteCD=1),C-122133,2/7/2022,-118.22342,34.12243,POINT (-118.22342 34.12243)
5052001038,11-117798,JEFFERSON BLVD & FIFTH AVE. APARTMENTS,In-Service,NEW CONSTRUCTION,"2425 W JEFFERSON BLVD  Los Angeles, CA 90018",10,1,JEFFERSON PARK,40,40,FAMILY,No,05/24/2012,3250000,13946974,0,17196974,2013,"New Urban Partners, LLC","THOMAS SAFRAN & ASSOCIATES, INC",(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/11-117798/Photo/Website/Jefferson%20blvd%20fifth%20ave.png),121,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117798&LutSiteCD=1),C-120445,2/7/2022,-118.3219,34.02575,POINT (-118.3219 34.02575)
5154003009,80009,MIRAMAR VILLAGE,In-Service,NEW CONSTRUCTION,"240 S WESTLAKE AVE  Los Angeles, CA 90057",1,1,TEMPLE-BEAUDRY,114,114,FAMILY,No,11/12/2008,11569040,29891944,0,41460984,2010,"ENHANCED AFFORDABLE DEV CO., LLC",BUCKINGHAM PROPERTY MANAGEMENT,(559) 452-8250,click here (http://hcidapp.lacity.org/mpphotos/080009/Photo/Website/CD%2013%20-%20Miramar%20Village.JPG),336,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080009&LutSiteCD=1),C-114785,2/7/2022,-118.26934,34.06359,POINT (-118.26934 34.06359)
5445031954,18-125458,PARQUE VISTA - 2581 E. CHAUCER ST.,In-Service,NEW CONSTRUCTION,"2581 N CHAUCER ST  LOS ANGELES, CA 90031",1,1,ATWATER VILLAGE,42,42,FAMILY,No,04/01/2020,4920051,20955447,0,25875498,2021,McCormack Baron Salazar,"MCCORMACK BARON MANAGEMENT, INC.",(213) 236-2694,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125458&LutSiteCD=1),"C-135344,C-135345",2/7/2022,-118.23371,34.09515,POINT (-118.23371 34.09515)
5037015030,15-122535,ROLLAND CURTIS EAST,In-Service,NEW CONSTRUCTION,"1077 W 38TH ST  LOS ANGELES, CA 90037",8,1,EXPOSITION PARK,70,70,FAMILY,No,04/19/2017,2680480,33786317,0,36466797,2019,Abode Communities,ABODE COMMUNITIES,(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/15-122535/Photo/Website/028.JPG),283,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122535&LutSiteCD=1),C-133084,2/7/2022,-118.2942,34.01803,POINT (-118.2942 34.01803)
2119020901,18-125518,RESEDA THEATER SENIOR HOUSING (CANBY WOODS WEST),Development,NEW CONSTRUCTION,"7221 N CANBY AVE  Reseda, CA 91335",3,1,RESEDA,26,26,SENIORS,Yes,10/30/2020,5146000,10530087,2668043,18344130,Development,"Thomas Safran & Associates Development, Inc.","THOMAS SAFRAN & ASSOCIATES, INC.",(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),111,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125518&LutSiteCD=1),C-137279,2/7/2022,-118.53497,34.20182,POINT (-118.53497 34.20182)
5502031011,14-121509,WILSHIRE TOWERS,In-Service,ACQUISITION + REHAB,"616 S NORMANDIE AVE  Los Angeles, CA 90005",10,1,KOREATOWN,283,283,SENIORS,No,03/12/2015,0,52443992,0,52443992,2017,N/A,THOMAS SAFRAN & ASSOCIATES,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121509&LutSiteCD=1),,2/7/2022,-118.30016,34.06301,POINT (-118.30016 34.06301)
5124015902,14-121653,NORWOOD LEARNING VILLAGE,In-Service,NEW CONSTRUCTION,"2009 S OAK ST  Los Angeles, CA 90007",1,1,UNIVERSITY PARK,29,29,FAMILY,No,03/16/2016,2179360,17377723,0,19557083,2017,"Thomas Safran & Associates Development, Inc",THOMAS SAFRAN & ASSOCIATES INC,(310) 820-4888,click here (http://hcidapp.lacity.org/mpphotos/14-121653/Photo/Website/Norwood%20Learning%20Center.jpg),100,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121653&LutSiteCD=1),C-127237,2/7/2022,-118.27903,34.03517,POINT (-118.27903 34.03517)
5141001900,21-128410,619 WESTLAKE (FKA WESTLAKE 619),Development,NEW CONSTRUCTION,"619 S WESTLAKE AVE  Los Angeles, CA 90057",1,1,WESTLAKE,78,78,SPECIAL NEEDS,Yes,10/21/2021,0,0,0,0,Development,Meta Housing Corporation,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),363,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128410&LutSiteCD=1),,2/7/2022,-118.27416,34.05839,POINT (-118.27416 34.05839)
5143013029,06-117195,CONCORD APARTMENTS (GRP. A & B),In-Service,REHAB,"1348 W INGRAHAM ST  Los Angeles, CA 90017",1,1,WESTLAKE,51,232,FAMILY,No,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/06-117195/Photo/Website/BONDS%20Concord%20A%20&%20B.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=1),,2/7/2022,-118.26853,34.05357,POINT (-118.26853 34.05357)
7413012938,13-119184,HARBOR VILLAGE APARTMENTS,In-Service,ACQUISITION + REHAB,"981 W HARBOR VILLAGE DR  Harbor City, CA 90710",15,1,HARBOR CITY,400,400,FAMILY,No,08/15/2013,0,23791743,41877000,65668743,2014,"RELATED COMPANIES OF CALIFORNIA,",RELATED MANAGEMENT COMPANY,(949) 660-7272,click here (http://hcidapp.lacity.org/mpphotos/13-119184/Photo/Website/Harbor%20Village%20Aprts.png),253,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119184&LutSiteCD=1),,2/7/2022,-118.2925,33.79288,POINT (-118.2925 33.79288)
5205012007,60021,CAMINO AL ORO,In-Service,NEW CONSTRUCTION,"330 W AVENUE 26  Los Angeles, CA 90031",1,1,LINCOLN HEIGHTS,102,102,SENIORS,No,01/27/2006,681735,13128422,0,13810157,2006,"CAMINO AL ORO FUND, L.P.",FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/060021/Photo/Website/CD%201%20-%20Camino%20Al%20Oro.jpg),96,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060021&LutSiteCD=1),C-110897,2/7/2022,-118.21915,34.08032,POINT (-118.21915 34.08032)
5080030021,80053,PROFESSIONAL HSG. & DEV. APTS. (PH & D),In-Service,REHAB,"1020 S KINGSLEY DR  Los Angeles, CA 90006",10,1,KOREATOWN,83,83,FAMILY,No,10/07/2010,4575000,10250907,0,14825907,2011,Gubb and Barshay,LITTLE TOKYO SERVICE CENTER,(213) 434-1645,click here (http://hcidapp.lacity.org/mpphotos/080053/Photo/Website/PH&D%201020%20Kingsley.jpg),45,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080053&LutSiteCD=1),C-117961,2/7/2022,-118.30298,34.05197,POINT (-118.30298 34.05197)
5124034005,18-125505,WASHINGTON VIEW APARTMENTS,Development,NEW CONSTRUCTION,"720 W WASHINGTON BLVD  Los Angeles, CA 90015",1,1,UNIVERSITY PARK,122,122,SPECIAL NEEDS,Yes,06/25/2020,12000000,37922334,0,49922334,Development,"Western Pacific Housing, LLC",FPI MANAGEMENT,(916) 357-5300,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),282,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125505&LutSiteCD=1),C-135339,2/7/2022,-118.27552,34.03532,POINT (-118.27552 34.03532)
2353013013,19-126531,NOHO 5050,Development,NEW CONSTRUCTION,"5050 N BAKMAN AVE  North Hollywood, CA 91601",2,1,NORTH HOLLYWOOD,40,40,SPECIAL NEEDS,Yes,10/21/2021,0,0,0,0,Development,"Daylight Community Development, LLC",FPI MANAGEMENT,(916) 358-7299,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),168,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126531&LutSiteCD=1),,2/7/2022,-118.37727,34.16228,POINT (-118.37727 34.16228)
5077020016,05-117193,LEEWARD APTS. (SITE 4),In-Service,REHAB,"2818 W LEEWARD AVE  Los Angeles, CA 90005",1,4,WILSHIRE CENTER,0,257,FAMILY,No,05/02/2005,0,7103994,10208936,17312930,2006,"HAMPSTEAD PARTNERS, INC.","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=05-117193&LutSiteCD=4),,2/7/2022,-118.28476,34.0586,POINT (-118.28476 34.0586)
5545002901,09-117312,THE VILLAS AT GOWER,In-Service,NEW CONSTRUCTION,"1726 N GOWER ST 1-70  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,70,70,SPECIAL NEEDS,Yes,03/22/2006,1500000,29391014,0,30891014,2012,"A COMMUNITY OF FRIENDS,",THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/09-117312/Photo/Website/09-117312.jpg),267,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=09-117312&LutSiteCD=1),,2/7/2022,-118.32216,34.10253,POINT (-118.32216 34.10253)
5407024005,10-117558,YALE STREET FAMILY HOUSING,In-Service,NEW CONSTRUCTION,"719 N YALE ST 1-60  Los Angeles, CA 90012",1,1,CHINATOWN,60,60,FAMILY,No,12/01/2010,5093531,18993842,0,24087373,2013,Affirmed Housing Group,"SOLARI ENTERPRISES, INC",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/10-117558/Photo/Website/Yale%20Street%20Family.png),199,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117558&LutSiteCD=1),C-118297,2/7/2022,-118.24178,34.06189,POINT (-118.24178 34.06189)
5020025015,07-117233,HDR I & II (SITE 2),In-Service,REHAB,"1040 W 43RD ST  Los Angeles, CA 90037",9,2,WEST VERNON,19,125,FAMILY,No,07/01/2007,0,8116043,6787000,14903043,2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=2),,2/7/2022,-118.29298,34.00538,POINT (-118.29298 34.00538)
2556022033,08-117194,BURNS MANOR,In-Service,ACQUISITION + REHAB,"8155 W FOOTHILL BLVD  Sunland, CA 91040",7,1,SUNLAND,82,82,SENIORS,No,04/04/2008,0,9454441,5245559,14700000,2009,Volunteers of America National Services,"BARKER MANAGEMENT, INC.",(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/08-117194/Photo/Website/burnsmanor8155foothill_.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=08-117194&LutSiteCD=1),,2/7/2022,-118.31121,34.25983,POINT (-118.31121 34.25983)
5078006025,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 6),In-Service,REHAB,"3030 W SAN MARINO ST  Los Angeles, CA 90006",10,6,KOREATOWN,25,232,FAMILY,No,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=6),,2/7/2022,-118.29567,34.05431,POINT (-118.29567 34.05431)
5518029006,13-119741,THE BERENDOS APTS. (RECAP),In-Service,ACQUISITION + REHAB,"226 S BERENDO ST  Los Angeles, CA 90004",10,1,WILSHIRE CENTER,48,72,SPECIAL NEEDS,Yes,10/23/2014,0,9656868,0,9656868,2016,A Communitiy of Friends,A COMMUNITIY OF FRIENDS,(213) 480-0809 x230,click here (http://hcidapp.lacity.org/mpphotos/13-119741/Photo/Website/HIMS%20PHOTO.png),86,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119741&LutSiteCD=1),C-124766,2/7/2022,-118.29399,34.07003,POINT (-118.29399 34.07003)
6011003005,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN) (SITE 4),Development,NEW CONSTRUCTION,"118 E 67TH ST  Los Angeles, CA 90003",9,4,FLORENCE-FIRESTONE,0,52,SPECIAL NEEDS,Yes,12/14/2020,7180000,30672556,0,37852556,Development,Coalition for Responsible Community Development,THE JOHN STEWART COMPANY,(213) 743-6193 x8782700350,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=4),C-137511,2/7/2022,-118.27312,33.97868,POINT (-118.27312 33.97868)
5419023035,19-126533,AMBROSE (FKA 1615 MONTANA ST.),Development,NEW CONSTRUCTION,"1611 W MONTANA ST  Los Angeles, CA 90026",13,1,ECHO PARK,64,64,SPECIAL NEEDS,Yes,04/16/2021,6300000,0,0,6300000,Development,Domus GP LLC,DOMUS MANAGEMENT COMPANY,(209) 429-1250 x104,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),262,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126533&LutSiteCD=1),C-138215,2/7/2022,-118.25716,34.07823,POINT (-118.25716 34.07823)
6031019008,06-117222,WINDWARD APTS (A/B) (SITE 19),In-Service,REHAB,"120 W 78TH ST 1-4  Los Angeles, CA 90003",9,19,FLORENCE-FIRESTONE,4,232,FAMILY,No,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=19),,2/7/2022,-118.27479,33.96877,POINT (-118.27479 33.96877)
5037015030,15-122552,ROLLAND CURTIS WEST,In-Service,NEW CONSTRUCTION,"1077 W 38TH ST  LOS ANGELES, CA 90037",8,1,EXPOSITION PARK,70,70,FAMILY,No,04/19/2017,5891279,27498802,2756800,36146881,2019,Abode Communities,ABODE COMMUNITIES,(213) 629-2702,click here (http://hcidapp.lacity.org/mpphotos/15-122552/Photo/Website/017.JPG),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122552&LutSiteCD=1),C-129187,2/7/2022,-118.2942,34.01803,POINT (-118.2942 34.01803)
2582002017,11-117922,OAKRIDGE FAMILY HOMES,In-Service,REHAB,"15455 GLENOAKS BLVD  LOS ANGELES, CA 91342",7,1,SYLMAR,60,60,FAMILY,No,10/18/2012,4500000,8548904,0,13048904,2013,"LOS ANGELES HOUSING PARTNERSHIP INC.,",FPI MANAGEMENT,(714) 641-5110,click here (http://hcidapp.lacity.org/mpphotos/11-117922/Photo/Website/oakridge4714_002.png),102,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-117922&LutSiteCD=1),C-121260,2/7/2022,-118.46988,34.32402,POINT (-118.46988 34.32402)
5154027029,18-125018,WEST THIRD APARTMENTS,Development,ACQUISITION + REHAB,"1900 W 3RD ST  Los Angeles, CA 90057",1,1,WESTLAKE,137,137,SPECIAL NEEDS,Yes,12/27/2018,20583996,32097588,0,52681584,Development,"Veterans Housing Partnership, LLC","STEP UP ON SECOND, INC.",(310) 576-1308,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),151,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125018&LutSiteCD=1),C-132456,2/7/2022,-118.27064,34.06192,POINT (-118.27064 34.06192)
5148009015,80059,NEW GENESIS,In-Service,NEW CONSTRUCTION,"452 S MAIN ST  Los Angeles, CA 90013",14,1,DOWNTOWN,106,106,SPECIAL NEEDS,Yes,05/26/2010,5587486,31038161,0,36625647,2012,"SKID ROW HOUSING TRUST,",SRHT PROPERTY MANAGEMENT COMPANY,(213) 683-0522 x114,click here (http://hcidapp.lacity.org/mpphotos/080059/Photo/Website/080059.JPG),305,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=080059&LutSiteCD=1),C-117296,2/7/2022,-118.2482,34.04682,POINT (-118.2482 34.04682)
6132002014,15-122546,EL SEGUNDO APARTMENTS,In-Service,NEW CONSTRUCTION,"535 W EL SEGUNDO BLVD  Los Angeles, CA 90248",15,1,HARBOR GATEWAY,75,75,FAMILY,Yes,07/25/2016,4000000,21492908,2084704,27577612,2018,Meta Housing Corporation,JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/15-122546/Photo/Website/El%20Segundo.png),259,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122546&LutSiteCD=1),C-127911,2/7/2022,-118.284,33.91658,POINT (-118.284 33.91658)
2626005032,12-118939,LAUREL VILLAGE (RECAP),In-Service,ACQUISITION + REHAB,"9700 N LAUREL CANYON BLVD  PACOIMA, CA 91331",7,1,PACOIMA,80,80,FAMILY,No,06/04/2014,0,13426883,9100000,22526883,2015,Abode Communities,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),97,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118939&LutSiteCD=1),,2/7/2022,-118.4184,34.24745,POINT (-118.4184 34.24745)
2611010055,60009,EL DORADO FAMILY APARTMENTS,In-Service,ACQUISITION + NEW CONSTRUCTION,"12129 N EL DORADO AVE  Sylmar, CA 91342",7,1,SYLMAR,60,60,FAMILY,No,11/13/2007,5800000,15462252,0,21262252,2009,"META HOUSING CORPORATION,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/060009/Photo/Website/CD%207%20-%20El%20Dorado%20Family%20Apts..JPG),157,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060009&LutSiteCD=1),C-110850,2/7/2022,-118.45104,34.29026,POINT (-118.45104 34.29026)
