,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,last_edited_date,CauseLong,PANTHERID2,MORTID,AGE_UNITS,month,lon,lat,year
211,1951,UCFP246,Unknown,14,Lee County Port Authority Mitigation Land,Unknown,2015,2015-07-01 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00778,Days,7,-81.63945322276972,26.489384445662413,2015
212,1952,FP153,Female,14,Big Cypress National Preserve,Unknown,2015,2015-06-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00394,Years,6,-81.18532892935302,26.139812396636703,2015
213,1953,UCFP243,Male,4,"US 41, BCNP",Vehicular trauma,2015,2015-06-11 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00775,Years,6,-81.1681881493656,25.870554791030177,2015
214,1954,UCFP242,Female,3,"CR833, 1/4 mi  south of CR832",Vehicular trauma,2015,2015-05-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00774,Years,5,-81.12755301110036,26.60339849409778,2015
215,1955,UCFP241,Male,,"I-75, 0.5 miles S of Exit 123, Corkscrew Road",Vehicular trauma,2015,2015-04-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00773,,4,-81.77358397286204,26.418837716037313,2015
216,1956,FP159,Male,12.5,"Private land, 2 miles north of Corkscrew Rd., Lee Co.",Unknown,2015,2015-04-27 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00837,Years,4,-81.59244227650407,26.483032271132284,2015
217,1957,UCFP240,Female,1,"SR29, 1.3 mi N. of CR858",Vehicular trauma,2015,2015-04-13 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00745,Years,4,-81.34296436026409,26.321268686478675,2015
218,1958,UCFP239,Male,3.5,"I75, 1.1 miles east of tollbooth, Collier Co.",Vehicular trauma,2015,2015-04-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00744,Years,4,-81.65069586941748,26.1549678930023,2015
219,1959,FP237,Male,1,"Audubon’s Corkscrew Sanctuary, Collier Co. Panther Island Mitigation bank. 2.9 km NW of the Corkscrew Sanctuary Visitor Center",ISA,2015,2015-03-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00862,Years,3,-81.62616737597449,26.392706836708264,2015
220,1960,UCFP238,Male,5,"Immokalee Road, 3.4km west of Camp Keais Rd., Collier Co.",Vehicular trauma,2015,2015-03-22 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00743,Years,3,-81.44559012794046,26.36730661865114,2015
221,1961,FP148,Female,11.5,"Picayune Strand State Forest, Collier Co.",ISA,2015,2015-03-20 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00831,Years,3,-81.56882977988494,26.06099283320534,2015
222,1962,UCFP237,Male,2.5,"CR951, 300 m north of Port au Prince Rd, Collier Co.",Vehicular trauma,2015,2015-03-08 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00742,Years,3,-81.70092251221072,26.027707567212882,2015
223,1963,K402,Male,1.5,"I-75, 0.5 miles S of Exit 123, Corkscrew Road",Vehicular trauma,2015,2015-03-07 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00387,Years,3,-81.77299493495384,26.41772132501622,2015
224,1964,FP183,Male,9,"SR29, 2.75 mi south of I-75",Vehicular trauma,2015,2015-02-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00849,Years,2,-81.3449569771762,26.113757191953955,2015
225,1965,UCFP236,Male,1,"CR846, 1/2 mi south of CR833 intersection",Vehicular trauma,2015,2015-02-15 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00741,Years,2,-81.12450734499478,26.452415137242312,2015
226,1966,FP191,Female,16,"Big Cypress National Preserve. Found in ~ 1 foot of water in alligator flag pond in center of cypress dome; possible thrashing because remains were twisted in emergent vegetation, however, this could have been caused by scavengers and was sparse enough",Unknown,2015,2015-02-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,K056,MN-00398,Years,2,-81.02226904495497,26.070987870677854,2015
227,1967,UCFP235,Male,10,"Golden Gate Estates, Collier Co.",Unknown,2015,2015-02-06 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00740,Months,2,-81.6100478340397,26.216924384736036,2015
228,1968,UCFP234,Unknown,4.5,"Corkscrew Swamp Sanctuary, Collier Co. (skeletal)",Unknown,2015,2015-01-29 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00739,Years,1,-81.6043841178701,26.368060811251183,2015
229,1969,UCFP233,Male,5.5,"MM95, I75, Collier County",Vehicular trauma,2015,2015-01-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00738,Years,1,-81.56980754127447,26.153432523647243,2015
230,1970,UCFP232,Male,4,"MM132, I75, Lee County",Vehicular trauma,2015,2015-01-25 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00737,Years,1,-81.79298221826014,26.565809317968952,2015
231,1971,UCFP231,Female,1.5,"Immokalee Rd, 250m S of Bethune RD, Collier Co",Vehicular trauma,2015,2015-01-20 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00736,Years,1,-81.41716700385452,26.401730414565666,2015
232,1972,UCFP230,Female,1.5,"I-75 1/2 mile east of west toll booth, Collier County",Vehicular trauma,2015,2015-01-16 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00772,Years,1,-81.65407954012346,26.155322767405675,2015
233,1973,UCFP229,Female,2.5,"16th ST SE, Golden Gate Estates, Collier County",Vehicular trauma,2014,2014-12-31 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00771,Years,12,-81.57443549273498,26.221928841681738,2014
234,1974,FP213,Female,5.5,"Dinner Island Ranch WMA, Hendry County",ISA,2014,2014-12-31 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00401,Years,12,-81.23281832822043,26.515619617943845,2014
235,1975,UCFP228,Male,2,Golden Gate Blvd/10th St NE,Vehicular trauma,2014,2014-12-28 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00735,Years,12,-81.58797074059915,26.230018539555775,2014
236,1976,UCFP226,Male,3,"Collier Blvd, 2.4km south of US41, Collier County",Vehicular trauma,2014,2014-12-18 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00734,Years,12,-81.6999845470866,26.04142777600612,2014
237,1977,UCFP225,Male,4,"Flaghole Road, 8km south of US27, Hendry County",Vehicular trauma,2014,2014-12-18 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00733,Years,12,-81.06418774820045,26.680594417582505,2014
238,1978,UCFP224,Male,6,Golden Gate Blvd/6th St NE,Vehicular trauma,2014,2014-11-28 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00732,Months,11,-81.59425823971553,26.230073944827218,2014
239,1979,FP229,Female,4.5,"Northern Addlands, BCNP, Collier County. Took Otter Creek Rd. trail out of Looneyville.  Was 4.2km due west of Looneyville",Unknown,2014,2014-11-14 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00860,Years,11,-80.97891939193724,26.222497035193115,2014
240,1980,UCFP223,Female,3.5,"County Line Road, just south of CR846, Collier County",Vehicular trauma,2014,2014-11-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00731,Years,11,-81.2720046779685,26.41072104516277,2014
241,1981,UCFP222,Male,3,"Florida's Turnpike, MM 192, Yeehaw Junction",Vehicular trauma,2014,2014-10-20 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00769,Years,10,-80.89357141709208,27.68387186916881,2014
242,1982,UCFP219,Male,4,Immokalee Rd/Krape Rd,Vehicular trauma,2014,2014-08-24 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00768,Months,8,-81.65274657229415,26.273322856374907,2014
243,1983,UCFP218,Female,4,Immokalee Rd/Wildwood Blvd (Bonita Bay Club East),Vehicular trauma,2014,2014-08-24 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00767,Months,8,-81.65308909901368,26.273682464877236,2014
244,1984,UCFP217,Female,2,CR833,Vehicular trauma,2014,2014-08-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00766,Years,8,-81.12882408590488,26.67996361841844,2014
245,1985,FP231,Male,2.5,Vacant lot on east side of 8th St NE about half way between 12th and 14th Ave's NE. (south of Randall Blvd.),Unknown,2014,2014-08-04 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00861,Years,8,-81.59022289516987,26.253720162568616,2014
246,1986,FP177,Male,7,BCNP - North Addition Lands. Just east of Nobles landing strip in north Addlands,ISA,2014,2014-07-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00847,Years,7,-81.06324339515633,26.240778578396814,2014
247,1987,UCFP216,Female,1,"Corkscrew Rd, near CREW gate 5",Vehicular trauma,2014,2014-06-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00729,Years,6,-81.56296056960248,26.46163544416456,2014
248,1988,K390,Female,1.33,"US41 approximately 350m SE of entrance to Collier-Seminole State Park (0.22 miles).   Did not note PIT tag initially, hence labeled with a UCFP until scanned at necropsy when it was revealed to be K390",Vehicular trauma,2014,2014-06-12 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,UCFP215,MN-01144,Years,6,-81.58719161288862,25.99014581218433,2014
249,1989,UCFP214,Male,14,"Oil Well Rd, east of Pacific Grade, Collier Co.",Vehicular trauma,2014,2014-05-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00728,Months,5,-81.39950472040364,26.295027500317328,2014
250,1990,UCFP213,Female,3,"I-75 near MM 134, Lee County",Vehicular trauma,2014,2014-05-01 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00727,Years,5,-81.79245548570343,26.57680911149493,2014
251,1991,FP163,Male,7.2,"Co Line Rd, Collier/Hendry Co. Line",Vehicular trauma,2014,2014-04-25 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,K227,MN-00838,Years,4,-81.27130505295723,26.38167510222689,2014
252,1992,UCFP212,Male,4.5,"US27, north of Lake Placid, Highlands Co.",Vehicular trauma,2014,2014-04-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00764,Years,4,-81.39611768101534,27.365242994054828,2014
253,1993,UCFP211,Male,9,"Belle Meade, PSSF, Collier County",Unknown,2014,2014-04-11 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00726,Months,4,-81.62017970395722,26.06762573115757,2014
254,1994,UCFP210,Male,2.5,"CR 846, 6 miles E of Immokalee, Collier County",Vehicular trauma,2014,2014-04-08 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00763,Years,4,-81.30442292093998,26.42218609701103,2014
255,1995,UCFP209,Male,4,"CR 833, just S of CR 832, Hendry County",Vehicular trauma,2014,2014-04-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00762,Years,4,-81.127414634614,26.60542113367727,2014
256,1996,UCFP208,Unknown,2,"Concho Billy Trail, SBCNP",Predation,2014,2014-03-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Predation,,MN-00725,Years,3,-81.19368801897306,25.985193970031556,2014
257,1997,FP228,Male,4,"Everglades/Francis Taylor WMA, Broward Co. Recovered from Miami Mud Canal about 300 yds south of S8 pump station.",Vehicular trauma,2014,2014-03-17 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00859,Years,3,-80.77094305163044,26.32685936722543,2014
258,1998,UCFP207,Male,1.5,"CR 833, Hendry County",Vehicular trauma,2014,2014-03-08 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00761,Years,3,-81.12182611911176,26.459135231186796,2014
259,1999,UCFP206,Male,3,"SR80, Lee/Hendry Co line",Vehicular trauma,2014,2014-03-01 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00724,Years,3,-81.55568011319522,26.709668939952305,2014
260,2000,FP175,Female,6.5,"BCNP Addition Lands, Collier County. Bubbles crossover trail north of hits grade",Unknown,2014,2014-01-24 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00845,Years,1,-81.10001487668963,26.222888182122382,2014
261,2001,UCFP204,Male,1.5,"SR 29, Owl Hammock Curve, Collier County",Vehicular trauma,2014,2014-01-22 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00722,Years,1,-81.34376404861487,26.357943941748957,2014
262,2002,FP223,Male,32,"Private Land, Hendry County. Alico Ranch between CR833 and CR935. Found in alligator flag field near a pasture pond that was 400m north of Dooley Grade Road",Other,2014,2014-01-04 05:00:00+00:00,2022-05-02T15:27:17+00:00,Other,K335,MN-00404,Months,1,-81.02693807098355,26.546939721140888,2014
263,2003,UCFP203,Male,2.5,"I-75 near MM 111, Collier County",Vehicular trauma,2014,2014-01-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00923,Years,1,-81.7428245112835,26.261102111934026,2014
264,2004,UCFP202,Unknown,9,"FL Panther National Wildlife Refuge, Collier County",ISA,2013,2013-12-11 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00759,Months,12,-81.3495858979189,26.250633743462384,2013
265,2005,K368,Female,1.5,"Big Cypress National Preserve, Collier County",Illegal kill,2013,2013-12-07 05:00:00+00:00,2022-05-02T15:27:17+00:00,Illegal kill,,MN-00811,Years,12,-81.0939222607859,25.952568789167156,2013
266,2006,UCFP201,Male,1,"Northbound I75 west of FakaUnion MM92, Collier County",Vehicular trauma,2013,2013-12-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00758,Years,12,-81.52428413954233,26.15328036985134,2013
267,2007,UCFP200,Male,2.5,"Treeline Ave. N of Daniels Pkwy., Lee County",Vehicular trauma,2013,2013-11-12 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00757,Years,11,-81.78629239606735,26.56536788140216,2013
268,2008,UCFP199,Male,4,"CR951,  Collier County",Vehicular trauma,2013,2013-09-20 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00756,Years,9,-81.68725545813818,26.100504874886624,2013
269,2009,UCFP220,Female,3.5,"CR833, N of BCSIR",Vehicular trauma,2013,2013-09-02 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00730,Years,9,-81.00844127509158,26.346049073795882,2013
270,2010,UCFP198,Female,3,"I-75, 93 MM on Miller Canal Bridge, Collier County",Vehicular trauma,2013,2013-08-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00721,Years,8,-81.55518904375528,26.15317358646752,2013
271,2011,UCFP197,Female,16,"US41, 2.4km west of Oasis,  Collier County",Vehicular trauma,2013,2013-08-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00755,Months,8,-81.05757976253004,25.85934425056263,2013
272,2012,UCFP196,Male,2.5,"I-75, 96.5mm, Collier County",Vehicular trauma,2013,2013-07-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00720,Years,7,-81.60274258233396,26.15123976375343,2013
273,2013,UCFP195,Male,2.5,"CR 846, 7.9km E of County Line Rd, Hendry County",Vehicular trauma,2013,2013-07-08 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00719,Years,7,-81.19340988978134,26.428347694005595,2013
274,2014,UCFP194,Male,2.5,"Orange River Road, 1.2km E of Staley Rd, Buckingham, Lee County",Vehicular trauma,2013,2013-06-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00718,Years,6,-81.76429633515698,26.677451211111954,2013
275,2015,UCFP193,Male,3,"US 192, E of Triple N WMA, Osceola County (utm 502526 3111175)",Vehicular trauma,2013,2013-05-31 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00754,Years,5,-80.9742820054713,28.126136765081622,2013
276,2016,UCFP192,Female,10,"CR 846, 2.3 miles W of County Line Road, Collier County",Vehicular trauma,2013,2013-04-28 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00717,Years,4,-81.3095450239602,26.421308292788865,2013
277,2017,FP184,Female,5.5,"NBCNP, Collier County. School bus road in the BCNP Addition lands, west of Nobels Grade.",ISA,2013,2013-04-26 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00850,Years,4,-81.09849630524454,26.214717459334256,2013
278,2018,UCFP191,Male,2.5,"SR 80, just E of Labelle, Hendry County",Vehicular trauma,2013,2013-03-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00716,Years,3,-81.42025391610638,26.761761154029028,2013
279,2019,UCFP189,Female,5.5,"Everglades Blvd S, Golden Gate Estates, Collier County",Vehicular trauma,2013,2013-02-20 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00714,Months,2,-81.54412963366251,26.19974424824423,2013
280,2020,UCFP188,Male,2.5,"OSSF, S of Dove Field Rd, Hendry County",ISA,2013,2013-02-01 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00713,Years,2,-81.32374552190296,26.614780015568364,2013
281,2021,UCFP187,Female,4,"CR835, Hendry County",Vehicular trauma,2013,2013-01-31 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00712,Months,1,-80.9814208056431,26.544449003705473,2013
282,2022,UCFP186,Male,3,"Sadie Cypress, 2 miles S 846, Collier County",ISA,2013,2013-01-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00711,Years,1,-81.30202846424511,26.40381661315186,2013
283,2023,UCFP185,Male,10,"SR 29, 600 ft. S Oil Well Rd, Collier County",Vehicular trauma,2013,2013-01-03 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00710,Months,1,-81.34257365330265,26.300845175100758,2013
284,2024,UCFP184,Female,7,"CR 833, 2 miles E CR 846, Hendry County",Vehicular trauma,2013,2013-01-01 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00709,Months,1,-81.09191244293275,26.45963615954655,2013
285,2025,UCFP183,Unknown,,"CR 835, 0.21km S of Dooley Grade Rd, Hendry County",Vehicular trauma,2012,2012-12-28 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00708,,12,-80.98157052605487,26.549857498274612,2012
286,2026,FP182,Female,3.8,"US 41, near Turner River canoe launch, Collier County",Unknown,2012,2012-12-11 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00848,Years,12,-81.27516849768676,25.892514766642716,2012
287,2027,UCFP182,Male,3,"SR 528, Orange County (UTM 499225, 3147304)",Vehicular trauma,2012,2012-12-09 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00707,Years,12,-81.00791851398672,28.452272484444126,2012
288,2028,UCFP181,Female,2.5,"Immokalee Rd, 3.6 miles N of Oil Well Rd, Collier County",Vehicular trauma,2012,2012-11-26 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00706,Months,11,-81.5952412041472,26.344253202855178,2012
289,2029,UCFP180,Male,4.5,"US 41, 0.5 miles W of Manatee Road",Vehicular trauma,2012,2012-11-19 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00705,Years,11,-81.6798191314527,26.050977873982333,2012
290,2030,UCFP179,Male,3,"SR 29, Owl Hammock Curve",Vehicular trauma,2012,2012-11-19 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00922,Years,11,-81.34478343074814,26.36033425956438,2012
291,2031,UCFP178,Female,1,"SR 29, 1.5 miles S of I-75, Collier County",Vehicular trauma,2012,2012-11-14 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00704,Years,11,-81.34496947184347,26.128231628489214,2012
292,2032,UCFP177,Female,4,"18th Ave NE, Golden Gate Estates",Vehicular trauma,2012,2012-11-04 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00703,Months,11,-81.55842577792852,26.263328037828753,2012
293,2033,UCFP176,Female,3,"Immokalee Rd, 2 miles N of fairgrounds, Collier County",Vehicular trauma,2012,2012-10-09 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00702,Months,10,-81.59508021976008,26.33433084636018,2012
294,2034,UCFP175,Male,13,"SR 29, 2.7km N of US 41, Collier County",Vehicular trauma,2012,2012-10-08 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00701,Months,10,-81.35728355889358,25.933683492066006,2012
295,2035,FP196,Female,2.5,"US 41, 1.4km E of San Marco Rd, Collier County",Vehicular trauma,2012,2012-10-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00855,Years,10,-81.5808660979677,25.987877833527968,2012
296,2036,UCFP174,Male,10,"Private property, 2.1 km N of CR 832, E of OSSF",ISA,2012,2012-08-28 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00700,Months,8,-81.23058791826949,26.624803135513265,2012
297,2037,FP197,Male,4.5,Lee County Port Authority Mitigation Land,Unknown,2012,2012-07-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00399,Years,7,-81.63983772147424,26.509896369644242,2012
298,2038,UCFP173,Female,7,"CR 846, 2.4 km E of Oil Well Grade Rd",Vehicular trauma,2012,2012-06-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00921,Months,6,-81.49720784429053,26.36664010546069,2012
299,2039,UCFP171,Male,1.5,"SR80, 23km E of I-75, Lee County",Vehicular trauma,2012,2012-05-23 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00698,Years,5,-81.57164384054734,26.709542342022296,2012
300,2040,FP211,Male,2,"Orange grove 8.7km SE of prison, Hendry County",ISA,2012,2012-05-21 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00857,Years,5,-81.17682416443492,26.26485572632305,2012
301,2041,FP212,Male,3,2 km NW of CR 846 and County Line Rd intersection,ISA,2012,2012-05-18 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00858,Years,5,-81.28717307918886,26.433842430236314,2012
302,2042,UCFP170,Male,3.5,"Alico Rd, 0.1 km W of Airport Haul Rd, LeeCounty",Vehicular trauma,2012,2012-04-16 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00697,Years,4,-81.75547596782505,26.492871476068284,2012
303,2043,UCFP169,Male,63,"Orange grove N of Church Rd., Hendry County",Unknown,2012,2012-04-07 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00696,Days,4,-81.48040369807434,26.561156917239774,2012
304,2044,FP133,Male,12,FSSP. 4.6km southwest of SR29 on 1-75,ISA,2012,2012-03-03 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00824,Years,3,-81.37580263120795,26.123197288863878,2012
305,2045,K351,Male,12,SBCNP,Unknown,2012,2012-02-23 05:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00810,Days,2,-81.22836387288233,26.12305478558748,2012
306,2046,UCFP168,Male,5,"US 41, 0.4km E of Bass Rd, Collier County",Vehicular trauma,2012,2012-02-06 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00695,Years,2,-81.29085000851259,25.899870646088537,2012
307,2047,FP194,Male,20,SBCNP,ISA,2012,2012-01-13 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00854,Months,1,-81.00783511259911,25.97396379826361,2012
308,2048,UCFP167,Female,4,"US 41, 0.5km W of Manatee Rd, Collier County",Vehicular trauma,2012,2012-01-07 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00694,Years,1,-81.68159466418818,26.052053033623675,2012
309,2049,FP189,Male,3.5,"Tomato field S of Oil Well Rd, Collier County",ISA,2012,2012-01-05 05:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00853,Years,1,-81.30829252721406,26.29318473285158,2012
310,2050,UCFP166,Male,4.5,"SR 82, 3.8km W of SR 29, Collier County",Vehicular trauma,2012,2012-01-02 05:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00693,Years,1,-81.47147899681204,26.495085318633983,2012
311,2051,UCFP165,Female,3.5,"SR 29, Collier-Hendry line",Vehicular trauma,2011,2011-10-30 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00692,Years,10,-81.43508742718547,26.50934042160367,2011
312,2052,UCFP164,Female,3.5,"SR 29, Owl Hammock Curve",Vehicular trauma,2011,2011-09-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00920,Years,9,-81.34369771970924,26.35584929986954,2011
313,2053,FP188,Female,3.5,"Private Land, Collier County",Unknown,2011,2011-09-14 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00852,Years,9,-81.54420121681423,26.48925567575469,2011
314,2054,UCFP163,Male,3.5,"Palmer Ranch, Hendry County",Unknown,2011,2011-09-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Unknown,,MN-00691,Years,9,-81.23495771727353,26.624714723587562,2011
315,2055,FP156,Male,6,"PSSF, Belle Meade, Collier County. Just north of red dog trail, about 15m off trail.",Infectious disease - Pseudorabies,2011,2011-07-29 04:00:00+00:00,2022-05-02T15:27:17+00:00,Infectious disease - Pseudorabies,,MN-00834,Years,7,-81.59684249875184,26.145873795446708,2011
316,2056,UCFP162,Male,1,"SR 29, Owl Hammock Curve",Vehicular trauma,2011,2011-07-11 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00690,Years,7,-81.34600121928665,26.362019804087538,2011
317,2057,UCFP161,Male,8,"Silver Strand Grove, N of Immokalee, Collier County",ISA,2011,2011-07-06 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00689,Years,7,-81.41247378350042,26.46347650786503,2011
318,2058,FP123,Male,3.5,OSSF,Vehicular trauma,2011,2011-06-19 04:00:00+00:00,2022-05-02T15:27:17+00:00,Vehicular trauma,,MN-00816,Years,6,-81.55468008256979,26.168254648022476,2011
319,2059,FP186,Male,11.5,"CREW, Bird Rookery Swamp, Collier County",ISA,2011,2011-06-01 04:00:00+00:00,2022-05-02T15:27:17+00:00,ISA,,MN-00851,Months,6,-81.60962048030623,26.326793616994486,2011
320,2060,K325,Male,35,SBCNP,Other,2011,2011-05-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00809,Days,5,-81.10324456807105,25.933437061087048,2011
321,2061,K324,Male,35,SBCNP,Other,2011,2011-05-03 04:00:00+00:00,2022-05-02T15:27:17+00:00,Other,,MN-00808,Days,5,-81.10324456807105,25.933437061087048,2011
